Time,Amplitude
0,0.47
0.01,0.47
0.02,0.47
0.03,0.47
0.04,0.47
0.05,0.47
0.05999999,0.47
0.06999999,0.47
0.07999999,0.47
0.08999999,0.47
0.09999999,0.47
0.11,0.47
0.12,0.47
0.13,0.47
0.14,0.47
0.15,0.47
0.16,0.47
0.17,0.47
0.18,0.47
0.19,0.47
0.2,0.47
0.21,0.47
0.22,0.47
0.23,0.47
0.24,0.47
0.25,0.47
0.26,0.47
0.27,0.47
0.28,0.47
0.29,0.47
0.3,0.47
0.31,0.47
0.32,0.47
0.33,0.47
0.3399999,0.47
0.3499999,0.47
0.3599999,0.47
0.3699999,0.47
0.3799999,0.47
0.3899999,0.47
0.3999999,0.47
0.4099999,0.47
0.4199999,0.47
0.4299999,0.47
0.4399998,0.47
0.4499998,0.47
0.4599998,0.47
0.4699998,0.47
0.4799998,0.47
0.4899998,0.47
0.4999998,0.47
0.5099998,0.47
0.5199998,0.47
0.5299998,0.47
0.5399998,0.47
0.5499998,0.47
0.5599998,0.47
0.5699998,0.47
0.5799997,0.47
0.5899997,0.47
0.5999997,0.47
0.6099997,0.47
0.6199997,0.47
0.6299997,0.47
0.6399997,0.47
0.6499997,0.47
0.6599997,0.47
0.6699997,0.47
0.6799996,0.47
0.6899996,0.47
0.6999996,0.47
0.7099996,0.47
0.7199996,0.488919
0.7299996,0.4737617
0.7399996,0.4592193
0.7499996,0.4346301
0.7599996,0.4028329
0.7699996,0.3716908
0.7799996,0.3344093
0.7899995,0.3083435
0.7999995,0.2678629
0.8099995,0.227487
0.8199995,0.1861147
0.8299995,0.154544
0.8399995,0.1205314
0.8499995,0.09143117
0.8599995,0.07249615
0.8699995,0.04457915
0.8799995,0.02360287
0.8899994,0.008742034
0.8999994,0.0006524622
0.9099994,0.0009190142
0.9199994,0.008324742
0.9299994,0.02270845
0.9399994,0.04431978
0.9499994,0.05972567
0.9599994,0.09247261
0.9699994,0.1245078
0.9799994,0.1652942
0.9899994,0.2070837
0.9999993,0.2483006
1.009999,0.2930547
1.019999,0.3396929
1.029999,0.3718771
1.039999,0.4124857
1.049999,0.4390555
1.059999,0.4623413
1.069999,0.4806125
1.079999,0.4923256
1.089999,0.4947889
1.099999,0.4911645
1.109999,0.4783521
1.119999,0.4611549
1.129999,0.4350182
1.139999,0.4001256
1.149999,0.3667331
1.159999,0.3291335
1.169999,0.2890382
1.179999,0.2507017
1.189999,0.2054552
1.199999,0.1620586
1.209999,0.1230187
1.219999,0.08847675
1.229999,0.0573718
1.239999,0.03550255
1.249999,0.01638776
1.259999,0.003435493
1.269999,5.543232E-06
1.279999,0.003506184
1.289999,0.01346231
1.299999,0.0292843
1.309999,0.05409741
1.319999,0.09108707
1.329999,0.1250327
1.339999,0.1567528
1.349999,0.1999745
1.359999,0.2446007
1.369999,0.2863574
1.379999,0.340623
1.389999,0.370607
1.399999,0.4098456
1.409999,0.4387355
1.419999,0.4593274
1.429999,0.47835
1.439999,0.4921121
1.449999,0.4947762
1.459999,0.4915535
1.469999,0.4794347
1.479999,0.4599473
1.489999,0.4387846
1.499999,0.402014
1.509999,0.3657671
1.519999,0.3274584
1.529999,0.2866381
1.539999,0.243498
1.549999,0.1996137
1.559999,0.1500256
1.569999,0.1196432
1.579999,0.0818859
1.589999,0.05003858
1.599999,0.02807713
1.609999,0.01165602
1.619999,0.001556098
1.629999,7.456541E-05
1.639999,0.005317777
1.649999,0.0165031
1.659999,0.03703946
1.669999,0.0621101
1.679999,0.09589723
1.689999,0.1253198
1.699999,0.1629186
1.709999,0.2080123
1.719999,0.2545998
1.729999,0.2939258
1.739999,0.3402389
1.749999,0.3753277
1.759999,0.4083422
1.769999,0.4380334
1.779999,0.4637914
1.789999,0.4814826
1.799999,0.4927561
1.809999,0.4947286
1.819999,0.490222
1.829999,0.4784055
1.839999,0.4593818
1.849999,0.4320202
1.859999,0.3830989
1.869999,0.3294212
1.879999,0.2892496
1.889999,0.2444438
1.899999,0.1998013
1.909999,0.1305677
1.919999,0.09489185
1.929999,0.06732866
1.939999,0.0400838
1.949998,0.01637456
1.959998,0.003824174
1.969998,0.0001975894
1.979998,0.003107846
1.989998,0.01324639
1.999998,0.0322791
2.009999,0.05786446
2.019999,0.09299564
2.029999,0.1247752
2.039999,0.165562
2.049999,0.2051538
2.059999,0.2286383
2.069999,0.2553365
2.079998,0.2982476
2.089998,0.3458583
2.099998,0.3861004
2.109998,0.4142785
2.119998,0.4415267
