Time,Amplitude
0,0.47
0.05,0.47
0.1,0.47
0.15,0.47
0.2,0.47
0.25,0.47
0.3,0.47
0.35,0.47
0.4,0.47
0.45,0.47
0.5000001,0.47
0.5500001,0.47
0.6000001,0.47
0.6500001,0.47
0.7000001,0.47
0.7500001,0.47
0.8000001,0.47
0.8500001,0.47
0.9000002,0.5057576
0.9500002,0.5262728
1,0.5382705
1.05,0.5464803
1.1,0.5497506
1.15,0.546
1.2,0.5371708
1.25,0.5301978
1.3,0.5215613
1.35,0.5149438
1.4,0.5089253
1.45,0.5036711
1.5,0.500303
1.55,0.4972598
1.6,0.4954471
1.649999,0.494832
1.699999,0.5098251
1.749999,0.5274609
1.799999,0.5386081
1.849999,0.5457413
1.899999,0.549858
1.949999,0.5435457
1.999999,0.5332198
2.049999,0.5257562
2.099999,0.518843
2.149999,0.513425
2.199999,0.5075939
2.249999,0.5032472
2.299999,0.499532
2.349999,0.4970586
2.399999,0.4953813
2.449999,0.4957337
2.499999,0.5123475
2.549999,0.5263391
2.599999,0.5375686
2.649999,0.5456675
2.699999,0.5495284
2.749999,0.5451505
2.799999,0.5364226
2.849998,0.5268791
2.899998,0.5190316
2.949998,0.5131145
2.999998,0.5083393
3.049998,0.5040774
3.099998,0.4996227
3.149998,0.4970124
3.199998,0.4953291
3.249998,0.4964607
3.299998,0.5173363
3.349998,0.5307779
3.399998,0.5393952
3.449998,0.5473978
3.499998,0.5500085
3.549998,0.5443205
3.599998,0.5338473
3.649998,0.5267304
3.699998,0.5201854
3.749998,0.5138257
3.799998,0.5080457
3.849998,0.5030546
3.899997,0.4997103
3.949997,0.4974481
3.999997,0.4954709
4.049997,0.4948053
4.099998,0.5136281
4.149998,0.5273037
4.199998,0.5377103
4.249998,0.546734
4.299998,0.5500578
4.349998,0.5441544
4.399999,0.535666
4.449999,0.5284731
4.499999,0.5196337
4.549999,0.5141026
4.599999,0.5078595
4.65,0.5036361
4.7,0.4997533
4.75,0.4967771
4.8,0.4954469
4.85,0.4948271
4.900001,0.5106961
4.950001,0.5278943
5.000001,0.5406064
5.050001,0.5466614
5.100001,0.5501382
5.150002,0.5439149
5.200002,0.5340253
5.250002,0.5241724
5.300002,0.5179752
5.350002,0.5123553
5.400002,0.5075614
5.450003,0.5034131
5.500003,0.5003577
5.550003,0.49769
5.600003,0.4960372
5.650003,0.4948884
5.700004,0.5030248
5.750004,0.5218586
5.800004,0.5354335
5.850004,0.5454093
5.900004,0.5498207
5.950005,0.5458199
6.000005,0.5375055
6.050005,0.5295508
6.100005,0.5208979
6.150005,0.5148693
6.200006,0.5100858
6.250006,0.5044406
6.300006,0.5001566
6.350006,0.4971398
6.400006,0.4955734
6.450006,0.4948897
6.500007,0.5038841
6.550007,0.5226913
6.600007,0.5343972
6.650007,0.5445922
6.700007,0.5494465
6.750008,0.5474886
6.800008,0.5389994
6.850008,0.5292083
6.900008,0.5196859
6.950008,0.5139188
7.000009,0.5088753
7.050009,0.5041704
7.100009,0.5009404
7.150009,0.4977262
7.200009,0.4959192
7.25001,0.494946
7.30001,0.502326
7.35001,0.5181441
7.40001,0.5305042
7.45001,0.540284
7.50001,0.5465153
7.550011,0.5497966
7.600011,0.5459085
7.650011,0.5374271
7.700011,0.5297948
7.750011,0.5225542
7.800012,0.5165462
7.850012,0.5108738
7.900012,0.5064619
7.950012,0.5025931
8.000012,0.4994414
8.050013,0.4971571
8.100013,0.4955314
8.150013,0.4948129
8.200013,0.5138199
8.250013,0.5261812
8.300014,0.539572
8.350014,0.5463002
8.400014,0.5500305
8.450014,0.5439076
8.500014,0.5341758
8.550014,0.5251021
8.600015,0.5184659
8.650015,0.5116084
8.700015,0.5056151
8.750015,0.502065
8.800015,0.4990783
8.850016,0.4967811
8.900016,0.495519
8.950016,0.4948045
9.000016,0.5029094
9.050016,0.5029097
9.100017,0.5029097
9.150017,0.5029094
9.200017,0.5029095
9.250017,0.5029095
9.300017,0.5029095
9.350018,0.5029094
9.400018,0.5029095
9.450018,0.5029097
9.500018,0.5029097
9.550018,0.5029094
9.600019,0.5029094
9.650019,0.5029095
9.700019,0.5029094
9.750019,0.5029094
9.800019,0.5029097
9.850019,0.5029097
9.90002,0.5029095
9.95002,0.5029097
