Time,Amplitude
0,0.47
0.01,0.47
0.02,0.47
0.03,0.47
0.04,0.47
0.05,0.47
0.05999999,0.47
0.06999999,0.47
0.07999999,0.47
0.08999999,0.47
0.09999999,0.47
0.11,0.47
0.12,0.47
0.13,0.47
0.14,0.47
0.15,0.47
0.16,0.47
0.17,0.47
0.18,0.47
0.19,0.47
0.2,0.47
0.21,0.47
0.22,0.47
0.23,0.47
0.24,0.47
0.25,0.47
0.26,0.47
0.27,0.47
0.28,0.47
0.29,0.47
0.3,0.47
0.31,0.47
0.32,0.47
0.33,0.47
0.3399999,0.47
0.3499999,0.47
0.3599999,0.4890849
0.3699999,0.478281
0.3799999,0.463632
0.3899999,0.4402342
0.3999999,0.4230345
0.4099999,0.3901398
0.4199999,0.3540652
0.4299999,0.3310913
0.4399998,0.2931214
0.4499998,0.2666698
0.4599998,0.2271093
0.4699998,0.2026183
0.4799998,0.1648794
0.4899998,0.1427567
0.4999998,0.1077752
0.5099998,0.08889818
0.5199998,0.06999531
0.5299998,0.04424417
0.5399998,0.02362373
0.5499998,0.009561658
0.5599998,0.004246205
0.5699998,0.001000226
0.5799997,0.00231275
0.5899997,0.009503365
0.5999997,0.02130175
0.6099997,0.03419814
0.6199997,0.04685137
0.6299997,0.06142661
0.6399997,0.09046659
0.6499997,0.1127651
0.6599997,0.1454273
0.6699997,0.1847863
0.6799996,0.207759
0.6899996,0.2577673
0.6999996,0.2957482
0.7099996,0.3354841
0.7199996,0.3753167
0.7299996,0.4113989
0.7399996,0.4397631
0.7499996,0.4636244
0.7599996,0.4794488
0.7699996,0.4912912
0.7799996,0.4948032
0.7899995,0.4914567
0.7999995,0.4810007
0.8099995,0.4643034
0.8199995,0.4409571
0.8299995,0.4109116
0.8399995,0.3779378
0.8499995,0.3391702
0.8599995,0.2963991
0.8699995,0.2507815
0.8799995,0.2111788
0.8899994,0.168738
0.8999994,0.1285188
0.9099994,0.09287393
0.9199994,0.06133255
0.9299994,0.03636661
0.9399994,0.01757598
0.9499994,0.005109668
0.9599994,0.001041323
0.9699994,0.004118562
0.9799994,0.01460347
0.9899994,0.03186113
0.9999993,0.05590034
1.009999,0.08678126
1.019999,0.1222821
1.029999,0.1634035
1.039999,0.2077169
1.049999,0.2478867
1.059999,0.2879429
1.069999,0.3318395
1.079999,0.3710652
1.089999,0.405113
1.099999,0.4381112
1.109999,0.465562
1.119999,0.4795989
1.129999,0.4907824
1.139999,0.493891
1.149999,0.494772
1.159999,0.4909441
1.169999,0.4818998
1.179999,0.469558
1.189999,0.4580348
1.199999,0.4442219
1.209999,0.4157707
1.219999,0.3985405
1.229999,0.3801177
1.239999,0.3435615
1.249999,0.3210905
1.259999,0.2815765
1.269999,0.245028
1.279999,0.2166566
1.289999,0.193107
1.299999,0.1697381
1.309999,0.1351625
1.319999,0.1134962
1.329999,0.0807263
1.339999,0.0632087
1.349999,0.04004699
1.359999,0.02842623
1.369999,0.01762047
1.379999,0.006892532
1.389999,0.002967596
1.399999,0.001070648
1.409999,0.003041446
1.419999,0.007380873
1.429999,0.01430523
1.439999,0.02871186
1.449999,0.04035699
1.459999,0.05340651
1.469999,0.06885713
1.479999,0.09944287
1.489999,0.119404
1.499999,0.1575523
1.509999,0.1948588
1.519999,0.2303034
1.529999,0.2618554
1.539999,0.3065582
1.549999,0.3447744
1.559999,0.3854338
1.569999,0.4162116
1.579999,0.4352362
1.589999,0.4583275
1.599999,0.4763883
1.609999,0.4852945
1.619999,0.4926797
1.629999,0.4946389
1.639999,0.4944027
1.649999,0.4882206
1.659999,0.4754848
1.669999,0.4642396
1.679999,0.4427697
1.689999,0.4272596
1.699999,0.4105456
1.709999,0.3789493
1.719999,0.3460068
1.729999,0.3199598
1.739999,0.2949931
1.749999,0.2549759
1.759999,0.2324843
1.769999,0.2092735
1.779999,0.1700723
1.789999,0.1460322
1.799999,0.1069532
1.809999,0.07693222
1.819999,0.04922023
1.829999,0.02701086
1.839999,0.01769334
1.849999,0.00620541
1.859999,0.002377152
1.869999,0.0013749
1.879999,0.00563401
1.889999,0.0141122
1.899999,0.0226149
1.909999,0.04173321
1.919999,0.05584493
1.929999,0.07088801
1.939999,0.1024325
1.949998,0.1312104
1.959998,0.1568303
1.969998,0.1783756
1.979998,0.2011185
1.989998,0.224016
1.999998,0.2653488
2.009999,0.2986163
2.019999,0.3277188
2.029999,0.350379
2.039999,0.385963
2.049999,0.4046402
2.059999,0.4231451
2.069999,0.4497281
