Time,Amplitude
0,0.47
0.05,0.518141
0.1,0.5289302
0.15,0.5383425
0.2,0.5451944
0.25,0.5490427
0.3,0.5499079
0.35,0.541707
0.4,0.5341362
0.45,0.5270891
0.5000001,0.5203834
0.5500001,0.5141844
0.6000001,0.5089583
0.6500001,0.5049126
0.7000001,0.5015416
0.7500001,0.4988678
0.8000001,0.4968657
0.8500001,0.4955258
0.9000002,0.4948766
0.9500002,0.5031612
1,0.5178702
1.05,0.5306709
1.1,0.539628
1.15,0.5457127
1.2,0.5492867
1.25,0.5491558
1.3,0.5409616
1.35,0.5332797
1.4,0.5266606
1.45,0.5206485
1.5,0.5150594
1.55,0.510341
1.6,0.5059671
1.649999,0.5025213
1.699999,0.4996766
1.749999,0.4975109
1.799999,0.4959766
1.849999,0.4950386
1.899999,0.4972911
1.949999,0.5126309
1.999999,0.5252487
2.049999,0.5352525
2.099999,0.5431969
2.149999,0.5483536
2.199999,0.5502334
2.249999,0.5425045
2.299999,0.5351181
2.349999,0.5282114
2.399999,0.5218744
2.449999,0.5163708
2.499999,0.5113726
2.549999,0.5071294
2.599999,0.5035051
2.649999,0.5002763
2.699999,0.4978845
2.749999,0.496176
2.799999,0.4951649
2.849998,0.4948036
2.899998,0.5101154
2.949998,0.5235006
2.999998,0.5342814
3.049998,0.5421451
3.099998,0.5472973
3.149998,0.5499419
3.199998,0.545397
3.249998,0.537645
3.299998,0.5305659
3.349998,0.5237421
3.399998,0.5178542
3.449998,0.5123641
3.499998,0.5077837
3.549998,0.5040148
3.599998,0.5008461
3.649998,0.4983588
3.699998,0.4964998
3.749998,0.4952652
3.799998,0.4948063
3.849998,0.5065541
3.899997,0.5208372
3.949997,0.5320764
3.999997,0.5408994
4.049997,0.5466564
4.099998,0.5496638
4.149998,0.5474526
4.199998,0.5393595
4.249998,0.5313339
4.299998,0.5245387
4.349998,0.5185046
4.399999,0.5131757
4.449999,0.5085849
4.499999,0.5046924
4.549999,0.5013817
4.599999,0.4988381
4.65,0.4968512
4.7,0.4955357
4.75,0.4948808
4.8,0.5045489
4.85,0.5192697
4.900001,0.5305506
4.950001,0.5396268
5.000001,0.5457678
5.050001,0.5493712
5.100001,0.5480244
5.150002,0.5399203
5.200002,0.5324677
5.250002,0.5258473
5.300002,0.5195894
5.350002,0.5139018
5.400002,0.5088665
5.450003,0.5043594
5.500003,0.5009982
5.550003,0.4984118
5.600003,0.4965899
5.650003,0.4953946
5.700004,0.4948419
5.750004,0.5052007
5.800004,0.5191516
5.850004,0.531855
5.900004,0.5405089
5.950005,0.5463676
6.000005,0.5495467
6.050005,0.5482528
6.100005,0.5404456
6.150005,0.5331581
6.200006,0.5264311
6.250006,0.5204505
6.300006,0.5149978
6.350006,0.5101885
6.400006,0.5061029
6.450006,0.5024976
6.500007,0.4995281
6.550007,0.4973843
6.600007,0.4958936
6.650007,0.495025
6.700007,0.4977882
6.750008,0.5137413
6.800008,0.5259748
6.850008,0.5358612
6.900008,0.5433066
6.950008,0.5479888
7.000009,0.5501857
7.050009,0.5432516
7.100009,0.5350455
7.150009,0.5279798
7.200009,0.5214548
7.25001,0.5158559
7.30001,0.5110362
7.35001,0.5067213
7.40001,0.5029515
7.45001,0.4999435
7.50001,0.4976371
7.550011,0.4959761
7.600011,0.4950491
7.650011,0.4969327
7.700011,0.5125164
7.750011,0.5258166
7.800012,0.5360177
7.850012,0.543614
7.900012,0.5482553
7.950012,0.5501812
8.000012,0.5433328
8.050013,0.5353214
8.100013,0.5283711
8.150013,0.5221016
8.200013,0.5164822
8.250013,0.5115037
8.300014,0.5072198
8.350014,0.5034204
8.400014,0.5003784
8.450014,0.4979918
8.500014,0.4962421
8.550014,0.4951945
8.600015,0.4948031
8.650015,0.5114841
8.700015,0.5249721
8.750015,0.5354559
8.800015,0.5429739
8.850016,0.5479623
8.900016,0.5501204
8.950016,0.5441365
9.000016,0.5362945
9.050016,0.5285951
9.100017,0.5222834
9.150017,0.5163562
9.200017,0.511427
9.250017,0.5069197
9.300017,0.5033192
9.350018,0.5002626
9.400018,0.4979376
9.450018,0.4962787
9.500018,0.4951936
9.550018,0.4948076
9.600019,0.5086706
9.650019,0.5222815
9.700019,0.5330626
9.750019,0.5413752
9.800019,0.5469139
9.850019,0.5497847
9.90002,0.5468905
9.95002,0.5387488
