Time,CameraY,RHandY,LHandY
0,0.47,0.4585589,0.4585589
0.05,0.5327066,0.4833624,0.4833624
0.1,0.5450453,0.4833624,0.4833624
0.15,0.549639,0.4833624,0.4833624
0.2,0.5351591,0.4833624,0.4833624
0.25,0.5219799,0.4833624,0.4833624
0.3,0.5118119,0.4833624,0.4833624
0.35,0.5049165,0.4833624,0.4833624
0.4,0.4997355,0.4833624,0.4833624
0.45,0.4958183,0.4833624,0.4833624
0.5000001,0.4948073,0.4833624,0.4833624
0.5500001,0.5245512,0.4833624,0.4833624
0.6000001,0.540955,0.4833624,0.4833624
0.6500001,0.549063,0.4833624,0.4833624
0.7000001,0.5414202,0.4833624,0.4833624
0.7500001,0.5293001,0.4833624,0.4833624
0.8000001,0.5178946,0.4833624,0.4833624
0.8500001,0.508235,0.4833623,0.4833623
0.9000002,0.50098,0.4833623,0.4833623
0.9500002,0.4969482,0.4833623,0.4833623
1,0.4949066,0.4833623,0.4833623
1.05,0.5144179,0.4833623,0.4833623
1.1,0.5349336,0.4833623,0.4833623
1.15,0.5480926,0.4833624,0.4833624
1.2,0.5421556,0.4833623,0.4833623
1.25,0.5266441,0.4833623,0.4833623
1.3,0.5146962,0.4833623,0.4833623
1.35,0.5048134,0.4833623,0.4833623
1.4,0.4987819,0.4833623,0.4833623
1.45,0.4957964,0.4833623,0.4833623
1.5,0.4948059,0.4833623,0.4833623
1.55,0.5235186,0.4833623,0.4833623
1.6,0.543594,0.4833623,0.4833623
1.649999,0.5501889,0.4833623,0.4833623
1.699999,0.5387588,0.4833623,0.4833623
1.749999,0.5266381,0.4833623,0.4833623
1.799999,0.5169395,0.4833623,0.4833623
1.849999,0.5069613,0.4833623,0.4833623
1.899999,0.4998577,0.4833623,0.4833623
1.949999,0.4957729,0.4833623,0.4833623
1.999999,0.499718,0.4833623,0.4833623
2.049999,0.5300487,0.4833623,0.4833623
2.099999,0.5462195,0.4833623,0.4833623
2.149999,0.5482211,0.4833623,0.4833623
2.199999,0.535357,0.4833623,0.4833623
2.249999,0.523262,0.4833623,0.4833623
2.299999,0.5115908,0.4833623,0.4833623
2.349999,0.5029069,0.4833622,0.4833622
2.399999,0.4976197,0.4833623,0.4833623
2.449999,0.4952468,0.4833623,0.4833623
2.499999,0.5088535,0.4833623,0.4833623
2.549999,0.5308902,0.4833623,0.4833623
2.599999,0.5463165,0.4833622,0.4833622
2.649999,0.5464862,0.4833623,0.4833623
2.699999,0.5299261,0.4833622,0.4833622
2.749999,0.5174565,0.4833623,0.4833623
2.799999,0.5067545,0.4833623,0.4833623
2.849998,0.4997459,0.4833623,0.4833623
2.899998,0.4955883,0.4833623,0.4833623
2.949998,0.5020207,0.4833623,0.4833623
2.999998,0.530449,0.4833622,0.4833622
3.049998,0.5464071,0.4833623,0.4833623
3.099998,0.5473433,0.4833622,0.4833622
3.149998,0.5336856,0.4833622,0.4833622
3.199998,0.5228639,0.4833622,0.4833622
3.249998,0.5120019,0.4833622,0.4833622
3.299998,0.5028896,0.4833622,0.4833622
3.349998,0.497654,0.4833622,0.4833622
3.399998,0.4952381,0.4833622,0.4833622
3.449998,0.5109855,0.4833622,0.4833622
3.499998,0.5355564,0.4833622,0.4833622
3.549998,0.5464877,0.4833622,0.4833622
3.599998,0.5474549,0.4833622,0.4833622
3.649998,0.5339519,0.4833621,0.4833621
3.699998,0.5199092,0.4833622,0.4833622
3.749998,0.508932,0.4833622,0.4833622
3.799998,0.5011238,0.4833622,0.4833622
3.849998,0.4964299,0.4833622,0.4833622
3.899997,0.4948289,0.4833622,0.4833622
3.949997,0.5181981,0.4833622,0.4833622
3.999997,0.5399862,0.4833622,0.4833622
4.049997,0.5497354,0.4833622,0.4833622
4.099998,0.5387666,0.4833621,0.4833621
4.149998,0.5232672,0.4833621,0.4833621
4.199998,0.5141568,0.4833622,0.4833622
4.249998,0.5048032,0.4833622,0.4833622
4.299998,0.4984881,0.4833621,0.4833621
4.349998,0.4953893,0.4833621,0.4833621
4.399999,0.4998139,0.4833621,0.4833621
4.449999,0.5243974,0.4833621,0.4833621
4.499999,0.5436123,0.4833621,0.4833621
