Time,Amplitude
0,0.47
0.05,0.4689976
0.1,0.4108059
0.15,0.3359654
0.2,0.2235328
0.25,0.1198626
0.3,0.04512793
0.35,0.004039109
0.4,0.005030602
0.45,0.03930768
0.5000001,0.09493753
0.5500001,0.1648805
0.6000001,0.2509309
0.6500001,0.3335988
0.7000001,0.410537
0.7500001,0.4773025
0.8000001,0.4946964
0.8500001,0.4817069
0.9000002,0.440334
0.9500002,0.3756658
1,0.2934758
1.05,0.2075935
1.1,0.1275928
1.15,0.06173989
1.2,0.01684386
1.25,0.001020938
1.3,0.0154576
1.35,0.05855778
1.4,0.1242775
1.45,0.2108021
1.5,0.2893335
1.55,0.3716275
1.6,0.4380794
1.649999,0.4819992
1.699999,0.4928471
1.749999,0.4692436
1.799999,0.4155938
1.849999,0.3227278
1.899999,0.2169971
1.949999,0.1171599
1.999999,0.04130051
2.049999,0.006725401
2.099999,0.003196359
2.149999,0.03059614
2.199999,0.08571774
2.249999,0.1538235
2.299999,0.2396333
2.349999,0.3210301
2.399999,0.3978155
2.449999,0.4582678
2.499999,0.4927503
2.549999,0.4884326
2.599999,0.443758
2.649999,0.3792016
2.699999,0.2961921
2.749999,0.2062484
2.799999,0.1328061
2.849998,0.05594659
2.899998,0.006690055
2.949998,0.006883472
2.999998,0.0402998
3.049998,0.1011508
3.099998,0.1787734
3.149998,0.26057
3.199998,0.357639
3.249998,0.4354387
3.299998,0.4781728
3.349998,0.4948001
3.399998,0.4737398
3.449998,0.4156426
3.499998,0.3166695
3.549998,0.2280116
3.599998,0.1242423
3.649998,0.06024238
3.699998,0.01771116
3.749998,0.001000643
3.799998,0.01533982
3.849998,0.05986825
3.899997,0.1211071
3.949997,0.2243352
3.999997,0.33357
4.049997,0.4192097
4.099998,0.4712685
4.149998,0.4935462
4.199998,0.487017
4.249998,0.4377874
4.299998,0.3705735
4.349998,0.2872173
4.399999,0.2051399
4.449999,0.1084678
4.499999,0.04559639
4.549999,0.008586824
4.599999,0.005264133
4.65,0.0459092
4.7,0.1097851
4.75,0.1845788
4.8,0.2731569
4.85,0.3565369
4.900001,0.4385065
4.950001,0.4862569
5.000001,0.4937616
5.050001,0.4703608
5.100001,0.402698
5.150002,0.3075292
5.200002,0.221623
5.250002,0.1409082
5.300002,0.05787796
5.350002,0.01448235
5.400002,0.00106898
5.450003,0.02712676
5.500003,0.09614825
5.550003,0.1677437
5.600003,0.2526954
5.650003,0.3394234
5.700004,0.4099846
5.750004,0.4708494
5.800004,0.4943497
5.850004,0.4841413
5.900004,0.4441237
5.950005,0.3672009
6.000005,0.2804012
6.050005,0.1865914
6.100005,0.0841226
6.150005,0.0252791
6.200006,0.002999038
6.250006,0.006847531
6.300006,0.05011767
6.350006,0.1254396
6.400006,0.2147806
6.450006,0.3009431
6.500007,0.3826231
6.550007,0.4440698
6.600007,0.4872745
6.650007,0.4924995
6.700007,0.4560482
6.750008,0.3981869
6.800008,0.3228177
6.850008,0.2237375
6.900008,0.1134877
6.950008,0.04819995
7.000009,0.01164979
7.050009,0.001049131
7.100009,0.02024508
7.150009,0.06856087
7.200009,0.1577428
7.25001,0.2649485
7.30001,0.3662932
7.35001,0.4470925
7.40001,0.4896264
7.45001,0.488694
7.50001,0.4556341
7.550011,0.3931095
7.600011,0.3201892
7.650011,0.2289158
7.700011,0.1525903
7.750011,0.07881868
7.800012,0.02622575
7.850012,0.001083493
7.900012,0.01360288
7.950012,0.06375712
8.000012,0.1580049
8.050013,0.2437713
8.100013,0.3306556
8.150013,0.4071278
8.200013,0.471054
8.250013,0.4932827
8.300014,0.4873323
8.350014,0.4511698
8.400014,0.3752558
8.450014,0.2941737
8.500014,0.2059238
8.550014,0.1240071
8.600015,0.06078294
8.650015,0.01662812
8.700015,0.001002222
8.750015,0.02372509
8.800015,0.07357147
8.850016,0.1485491
8.900016,0.2276006
8.950016,0.3121464
9.000016,0.3901109
9.050016,0.460983
9.100017,0.4909751
9.150017,0.4911226
9.200017,0.4647879
9.250017,0.4029945
9.300017,0.3322673
9.350018,0.2420624
9.400018,0.1625811
9.450018,0.08905807
9.500018,0.03565702
9.550018,0.004679233
9.600019,0.005440354
9.650019,0.0368962
9.700019,0.08717448
9.750019,0.1663593
9.800019,0.2515864
9.850019,0.3356726
9.90002,0.4114034
9.95002,0.4656177
